Time,PM2.5,Temp,Hour,WindSpeed,WindDirection,SolarRadiation,RelativeHumidity,isRain,isLightRain,isDrizzle
16-01-2017 13:00,158.5,25.93,13,0.69,266.5,414.65,54.58,0,0,0
16-01-2017 14:00,142.5,25.83,14,0.73,261.25,341.48,56.52,0,0,0
16-01-2017 15:00,134.25,25.15,15,0.71,260.5,233.32,60.88,0,0,0
16-01-2017 16:00,128,24.05,16,0.73,254.5,103.63,69.65,0,0,0
16-01-2017 17:00,153.5,22.93,17,0.52,261.25,25.52,79.92,0,0,0
16-01-2017 18:00,178.5,22.13,18,0.44,262.75,6.73,86.7,0,0,0
16-01-2017 19:00,157.5,21.85,19,0.52,262,6.9,88.28,0,0,0
16-01-2017 20:00,163,21.75,20,0.43,261.75,7.08,88.5,0,0,0
16-01-2017 21:00,151.25,21.6,21,0.38,267.75,6.88,87.65,0,0,0
16-01-2017 22:00,104.25,21.43,22,0.34,268.5,6.82,88.35,0,0,0
16-01-2017 23:00,131.25,21.27,23,0.42,265,7.55,88.6,0,0,0
17-01-2017 00:00,115.25,21.13,0,0.39,260.5,7.25,88.6,0,0,0
17-01-2017 01:00,100.5,21.1,1,0.45,261,7.63,88.55,0,0,0
17-01-2017 02:00,113.5,20.95,2,0.26,278.75,7.83,88.5,0,0,0
17-01-2017 03:00,86.5,20.83,3,0.35,263.75,7.8,88.45,0,0,0
17-01-2017 04:00,93.75,20.85,4,0.35,253.25,7.85,88.4,0,0,0
17-01-2017 05:00,168,20.75,5,0.36,253.5,9.4,88.4,0,0,0
17-01-2017 06:00,125.25,20.95,6,0.42,253.75,9.6,88.5,0,0,0
17-01-2017 07:00,187.25,21.15,7,0.41,249.25,15.63,88.6,0,0,0
17-01-2017 08:00,174.5,21.25,8,0.45,249.5,53.9,88.6,0,0,0
17-01-2017 09:00,151.5,21.7,9,0.57,258.5,125.45,87.92,0,0,0
17-01-2017 10:00,106.25,22.38,10,0.36,276.25,153.2,80.73,0,0,0
17-01-2017 11:00,112.75,22.03,11,0.38,260.5,248.43,74.77,0,0,0
17-01-2017 12:00,110,16.58,12,0.57,251.75,294.3,69.73,0,0,0
17-01-2017 13:00,85.5,17.8,13,0.53,254,484.4,60.75,0,0,0
17-01-2017 14:00,87.75,18.27,14,0.67,237,391.38,56.15,0,0,0
17-01-2017 15:00,94.75,18,15,0.41,258.5,228.83,56.7,0,0,0
17-01-2017 16:00,105.75,17.53,16,0.43,263.75,107.32,60.58,0,0,0
17-01-2017 17:00,136,16.4,17,0.34,260.5,25.13,69.25,0,0,0
17-01-2017 18:00,158.5,15.15,18,0.27,202,5.9,82.42,0,0,0
17-01-2017 19:00,210.75,14.63,19,0.23,145,7.25,88.35,0,0,0
17-01-2017 20:00,205.25,14.35,20,0.36,247.75,7.55,88.5,0,0,0
17-01-2017 21:00,247.75,14.25,21,0.35,177,8.27,88.4,0,0,0
17-01-2017 22:00,244.25,14.32,22,0.37,344.75,7.55,88.4,0,0,0
17-01-2017 23:00,199.25,14.1,23,0.37,322.25,7.02,88.4,0,0,0
18-01-2017 00:00,158.25,13.85,0,0.3,255.75,8.28,88.53,0,0,0
18-01-2017 01:00,156,13.9,1,0.35,218.5,8.25,88.6,0,0,0
18-01-2017 02:00,126,13.77,2,0.33,169.75,8.72,88.6,0,0,0
18-01-2017 03:00,140.75,13.72,3,0.26,158.25,8.57,88.6,0,0,0
18-01-2017 04:00,155.75,13.65,4,0.31,236.5,8.63,88.57,0,0,0
18-01-2017 05:00,162.75,13.6,5,0.25,312.5,8.65,88.5,0,0,0
18-01-2017 06:00,171,13.63,6,0.27,155.75,8.43,88.5,0,0,0
18-01-2017 07:00,187.5,13.55,7,0.33,242.75,20.8,88.45,0,0,0
18-01-2017 08:00,355.5,13.7,8,0.34,263.5,68.22,88.4,0,0,0
18-01-2017 09:00,380.5,14.07,9,0.35,243,195.93,88.47,0,0,0
18-01-2017 10:00,455,14.95,10,0.45,252.5,428.97,87.8,0,0,0
18-01-2017 11:00,318.5,17.15,11,0.48,265.25,462.6,69.15,0,0,0
18-01-2017 12:00,221.5,18.55,12,0.42,323,578.15,57.65,0,0,0
18-01-2017 13:00,140.25,19.18,13,0.45,330.5,511.93,51.78,0,0,0
18-01-2017 14:00,149.75,20.3,14,0.35,302.5,424.38,36.65,0,0,0
18-01-2017 15:00,80,20.45,15,0.26,321,273.93,34.3,0,0,0
18-01-2017 16:00,95.5,19.68,16,0.28,289,122.1,38.85,0,0,0
18-01-2017 17:00,119.5,18.17,17,0.28,280.5,24.78,50.5,0,0,0
18-01-2017 18:00,149.25,16.38,18,0.36,258.25,5.17,70.45,0,0,0
18-01-2017 19:00,193.75,15.72,19,0.29,256.75,6.97,77.93,0,0,0
18-01-2017 20:00,191,15.45,20,0.33,259.75,7.4,79.58,0,0,0
18-01-2017 21:00,153,15.13,21,0.36,264.25,7.85,83.38,0,0,0
18-01-2017 22:00,161,14.85,22,0.34,252.75,6.85,87.83,0,0,0
18-01-2017 23:00,276,14.5,23,0.31,254.75,7.38,88.5,0,0,0
19-01-2017 00:00,285.75,14.4,0,0.35,268.75,7.58,88.45,0,0,0
19-01-2017 01:00,244,14.28,1,0.33,277.25,7.7,88.4,0,0,0
19-01-2017 02:00,165,14.15,2,0.34,241,7.95,88.4,0,0,0
19-01-2017 03:00,171.75,14.18,3,0.33,274,7.8,88.45,0,0,0
19-01-2017 04:00,246,14.07,4,0.38,257.25,7.98,88.6,0,0,0
19-01-2017 05:00,236.25,13.85,5,0.32,248,7.9,88.6,0,0,0
19-01-2017 06:00,224.25,13.85,6,0.41,259.75,8.55,88.6,0,0,0
19-01-2017 07:00,202.5,13.8,7,0.39,248.75,23.17,88.6,0,0,0
19-01-2017 08:00,227.25,13.95,8,0.5,237.75,147.57,88.5,0,0,0
19-01-2017 09:00,277.75,15.05,9,0.72,249,322.17,82.25,0,0,0
19-01-2017 10:00,192.25,17.1,10,0.75,253,488.95,64.28,0,0,0
19-01-2017 11:00,156.75,19.4,11,0.81,259.5,502.33,41.7,0,0,0
19-01-2017 12:00,143.5,20.55,12,0.5,269.25,599.45,32.95,0,0,0
19-01-2017 13:00,105,21.3,13,0.37,300.75,562.1,28.68,0,0,0
19-01-2017 14:00,71.75,21.15,14,0.42,301.75,438.77,28.85,0,0,0
19-01-2017 15:00,63.25,20.68,15,0.37,299,293.3,32.7,0,0,0
19-01-2017 16:00,77.5,20.05,16,0.35,280,130.55,36.88,0,0,0
19-01-2017 17:00,73,18.57,17,0.4,267.25,26.4,45.9,0,0,0
19-01-2017 18:00,88.5,16.93,18,0.33,269,4.83,63.42,0,0,0
19-01-2017 19:00,136.75,16.18,19,0.34,270.5,6.9,71.33,0,0,0
19-01-2017 20:00,143,15.9,20,0.35,270.75,6.65,74.13,0,0,0
19-01-2017 21:00,145,15.38,21,0.31,268.75,6.55,80.38,0,0,0
19-01-2017 22:00,98.25,15.08,22,0.32,260.5,6.38,83.92,0,0,0
19-01-2017 23:00,108.75,14.72,23,0.3,257.75,6.78,86.72,0,0,0
20-01-2017 00:00,89.5,14.4,0,0.34,220,7.15,88.6,0,0,0
20-01-2017 01:00,137.75,14.32,1,0.31,245,7.53,88.6,0,0,0
20-01-2017 02:00,146.75,14.15,2,0.31,251.75,7.72,88.53,0,0,0
20-01-2017 03:00,241.5,14.07,3,0.34,274.75,7.78,88.5,0,0,0
20-01-2017 04:00,172,14.05,4,0.29,253.25,7.55,88.43,0,0,0
20-01-2017 05:00,246,13.82,5,0.3,255.75,7.5,88.4,0,0,0
20-01-2017 06:00,232.25,13.82,6,0.29,247.25,7.95,88.4,0,0,0
20-01-2017 07:00,179.5,13.82,7,0.42,246,19.2,88.55,0,0,0
20-01-2017 08:00,182,13.9,8,0.48,240,122.05,88.6,0,0,0
20-01-2017 09:00,194.5,14.57,9,0.67,244.5,346.57,88.6,0,0,0
20-01-2017 10:00,166.75,16.48,10,0.6,251.5,404.35,74.1,0,0,0
20-01-2017 11:00,160,18.77,11,0.57,255.25,484.27,50,0,0,0
20-01-2017 12:00,135.5,20.42,12,0.6,254.25,594.55,33.35,0,0,0
20-01-2017 13:00,93,21.57,13,0.97,249,573.6,21.45,0,0,0
20-01-2017 14:00,55,21.82,14,0.96,251.5,484.1,17.5,0,0,0
20-01-2017 15:00,52,21.55,15,0.9,254.5,370.53,18.98,0,0,0
20-01-2017 16:00,52,20.42,16,0.87,258.5,133.03,24.38,0,0,0
20-01-2017 17:00,50,18.93,17,0.55,267.75,32.4,35.95,0,0,0
20-01-2017 18:00,64.5,17.4,18,0.28,287.75,5.05,51.5,0,0,0
20-01-2017 19:00,125.5,16.13,19,0.23,219.75,5.85,66.17,0,0,0
20-01-2017 20:00,156.25,15.4,20,0.31,232.25,7.25,73.65,0,0,0
20-01-2017 21:00,323.75,15.03,21,0.24,285.5,7.15,78.43,0,0,0
20-01-2017 22:00,265.5,14.82,22,0.17,291,7.88,80.65,0,0,0
20-01-2017 23:00,228,14.48,23,0.2,243.25,7.85,83.88,0,0,0
21-01-2017 00:00,272.75,14.35,0,0.22,235.5,8.17,85.75,0,0,0
21-01-2017 01:00,404.5,14.25,1,0.22,263.25,7.45,86.88,0,0,0
21-01-2017 02:00,215,14.25,2,0.33,261.25,8.05,86.02,0,0,0
21-01-2017 03:00,154.5,14.55,3,0.37,266.75,8.9,84.2,0,0,0
21-01-2017 04:00,153,14.4,4,0.27,236.75,7.8,86.3,0,0,0
21-01-2017 05:00,147.25,14.17,5,0.33,242.5,7.28,88.5,0,0,0
21-01-2017 06:00,212.25,14.05,6,0.32,263.25,7.58,88.5,0,0,0
21-01-2017 07:00,210,13.88,7,0.28,251.75,23.6,88.47,0,0,0
21-01-2017 08:00,279.25,14.35,8,0.43,239,153.98,86.05,0,0,0
21-01-2017 09:00,330.5,15.53,9,0.39,241.5,120.85,76.75,0,0,0
21-01-2017 10:00,272.75,16.07,10,0.51,220.25,198.33,71.65,0,0,0
21-01-2017 11:00,314,16.75,11,0.56,212,254.3,66.22,0,0,0
21-01-2017 12:00,365.75,17.88,12,0.56,218.25,276.63,57.98,0,0,0
21-01-2017 13:00,329,18.4,13,0.47,226.5,299.65,53.33,0,0,0
21-01-2017 14:00,332.75,19.3,14,0.62,239,275.47,44.28,0,0,0
21-01-2017 15:00,219,19.1,15,0.39,246.5,133.3,45.63,0,0,0
21-01-2017 16:00,204.25,18.4,16,0.32,255,79.3,52.4,0,0,0
21-01-2017 17:00,210.75,17.7,17,0.21,209.5,19.63,60.55,0,0,0
21-01-2017 18:00,288,16.57,18,0.19,233.5,6.47,74.9,0,0,0
21-01-2017 19:00,363.25,15.78,19,0.29,169.25,8.65,83.67,0,0,0
21-01-2017 20:00,476.25,15.93,20,0.18,193.75,8.28,82.1,0,0,0
21-01-2017 21:00,603.75,15.88,21,0.29,271.75,8.47,82.72,0,0,0
21-01-2017 22:00,531,16.05,22,0.2,219.75,8.28,76.38,0,0,0
21-01-2017 23:00,310.75,15.73,23,0.28,211.75,6.75,80.65,0,0,0
22-01-2017 00:00,226,15.25,0,0.28,171,7.27,86.38,0,0,0
22-01-2017 01:00,314.75,14.75,1,0.3,134.5,7.63,88.57,0,0,0
22-01-2017 02:00,303.5,14.65,2,0.19,195,8.35,88.6,0,0,0
22-01-2017 03:00,321.5,14.68,3,0.14,183.5,8.38,88.6,0,0,0
22-01-2017 04:00,315.25,14.58,4,0.22,174.25,9.25,88.6,0,0,0
22-01-2017 05:00,235,14.6,5,0.25,233.75,7.7,88.53,0,0,0
22-01-2017 06:00,173.75,14.55,6,0.24,222.25,8.2,88.5,0,0,0
22-01-2017 07:00,247,14.53,7,0.26,269.75,22.15,88.53,0,0,0
22-01-2017 08:00,260.75,15,8,0.3,231.5,115.17,86.7,0,0,0
22-01-2017 09:00,346.75,16.5,9,0.36,229.5,253.88,74.17,0,0,0
22-01-2017 10:00,351,17.7,10,0.38,199.75,260.85,64.7,0,0,0
22-01-2017 11:00,226.25,18.73,11,0.35,171.75,320.05,56.25,0,0,0
22-01-2017 12:00,190,20.35,12,0.42,185,505,45.5,0,0,0
22-01-2017 13:00,120,21.17,13,0.33,261,432.93,36.95,0,0,0
22-01-2017 14:00,65.5,20.98,14,0.35,223,347.75,39.7,0,0,0
22-01-2017 15:00,96,20.38,15,0.35,281.5,215.78,45.95,0,0,0
22-01-2017 16:00,126.25,19.7,16,0.27,271,109.13,50.58,0,0,0
22-01-2017 17:00,86,18.52,17,0.31,218.75,25.05,61.47,0,0,0
22-01-2017 18:00,93.75,16.7,18,0.38,71,4.53,82.32,0,0,0
22-01-2017 19:00,174,15.97,19,0.31,235.5,7.27,87.88,0,0,0
22-01-2017 20:00,262.75,15.72,20,0.36,239.5,8.07,88.6,0,0,0
22-01-2017 21:00,326.5,15.68,21,0.31,216.5,8.6,88.6,0,0,0
22-01-2017 22:00,255,15.58,22,0.27,266.25,8.28,88.6,0,0,0
22-01-2017 23:00,222.75,15.47,23,0.23,227,7.97,88.53,0,0,0
23-01-2017 00:00,189.75,15.53,0,0.27,250.5,7.97,88.53,0,0,0
23-01-2017 01:00,219.25,15.35,1,0.33,246,8.6,88.6,0,0,0
23-01-2017 02:00,225,15.3,2,0.33,259.25,8.98,88.6,0,0,0
23-01-2017 03:00,142,15.2,3,0.31,239.25,7.52,88.5,0,0,0
23-01-2017 04:00,143.75,14.87,4,0.21,123.5,8.15,88.55,0,0,0
23-01-2017 05:00,166.5,14.8,5,0.24,213,8.57,88.6,0,0,0
23-01-2017 06:00,164.25,14.75,6,0.28,194.5,8.55,88.6,0,0,0
23-01-2017 07:00,225.5,14.7,7,0.31,163.75,23.33,88.6,0,0,0
23-01-2017 08:00,261.25,15.03,8,0.37,213.5,130.07,88.53,0,0,0
23-01-2017 09:00,325.5,16,9,0.54,236,304.68,82.63,0,0,0
23-01-2017 10:00,273.5,17.85,10,0.6,224.25,431.27,65.6,0,0,0
23-01-2017 11:00,277,19.13,11,0.72,233.75,470.67,55.75,0,0,0
23-01-2017 12:00,242.75,20.85,12,0.59,246,484.45,40.82,0,0,0
23-01-2017 13:00,157.25,20.9,13,0.66,243.75,405.1,39.98,0,0,0
23-01-2017 14:00,128.75,21.43,14,0.76,249.5,382.65,35.13,0,0,0
23-01-2017 15:00,96,21.33,15,0.71,257,233.77,33.6,0,0,0
23-01-2017 16:00,89.25,20.78,16,0.29,311.25,106.6,34.67,0,0,0
23-01-2017 17:00,75.25,19.63,17,0.32,261.75,25.43,43.7,0,0,0
23-01-2017 18:00,78.75,17.83,18,0.32,145,4.1,61.45,0,0,0
23-01-2017 19:00,146.25,16.6,19,0.3,185.75,7.03,76.35,0,0,0
23-01-2017 20:00,195.75,15.95,20,0.28,236.75,6.97,84.7,0,0,0
23-01-2017 21:00,193.25,15.65,21,0.36,173,7.67,88.53,0,0,0
23-01-2017 22:00,202.75,15.4,22,0.2,212.25,8.2,88.55,0,0,0
23-01-2017 23:00,178.5,15.33,23,0.21,180.5,7.83,88.6,0,0,0
24-01-2017 00:00,173,15.25,0,0.29,230.25,8.18,88.6,0,0,0
24-01-2017 01:00,172,15.03,1,0.28,237.25,8.55,88.6,0,0,0
24-01-2017 02:00,216,15.05,2,0.32,257,8.47,88.55,0,0,0
24-01-2017 03:00,247.25,15.23,3,0.31,242.5,8.08,88.5,0,0,0
24-01-2017 04:00,285.25,14.95,4,0.31,291.75,7.63,88.55,0,0,0
24-01-2017 05:00,266.5,14.85,5,0.32,306,7.95,88.6,0,0,0
24-01-2017 06:00,303,14.8,6,0.33,141.75,8.63,88.53,0,0,0
24-01-2017 07:00,292.25,14.72,7,0.31,146,23.45,88.47,0,0,0
24-01-2017 08:00,300.75,15.25,8,0.33,223,124.63,88.57,0,0,0
24-01-2017 09:00,439.25,16.95,9,0.27,233.75,269.82,73.75,0,0,0
24-01-2017 10:00,418.5,19.3,10,0.19,222.5,360.3,47.7,0,0,0
24-01-2017 11:00,310,21.05,11,0.45,253.5,428.5,29.8,0,0,0
24-01-2017 12:00,184.25,21.67,12,0.47,133.75,490,29.7,0,0,0
24-01-2017 13:00,145,21.48,13,0.77,13.75,457.43,32.58,0,0,0
24-01-2017 14:00,154.75,21.98,14,0.76,87.25,361.42,28.63,0,0,0
24-01-2017 15:00,139.5,21.35,15,1.14,15.75,214.3,31.5,0,0,0
24-01-2017 16:00,96,20.77,16,0.33,6.5,91.58,32.13,0,0,0
24-01-2017 17:00,83.25,19.4,17,0.37,113,21.3,47.73,0,0,0
24-01-2017 18:00,85,18.02,18,0.36,79.25,5.85,61.98,0,0,0
24-01-2017 19:00,96.75,17.32,19,0.36,102.75,7.28,69.18,0,0,0
24-01-2017 20:00,151.5,16.65,20,0.35,103.75,7.4,77.13,0,0,0
24-01-2017 21:00,214.5,16.3,21,0.33,63,7.45,81.63,0,0,0
24-01-2017 22:00,267.5,15.85,22,0.29,202,7.33,85.78,0,0,0
24-01-2017 23:00,263.25,16.4,23,0.27,6.25,9.35,74.65,0,0,0
25-01-2017 00:00,266.75,16.65,0,0.34,116.75,7.4,70.95,0,0,0
25-01-2017 01:00,235.75,16.13,1,0.31,88.5,7.27,77.3,0,0,0
25-01-2017 02:00,236,16.2,2,0.37,115,9.92,73.9,0,0,0
25-01-2017 03:00,244,16.52,3,0.33,235.5,7.82,70.75,0,0,0
25-01-2017 04:00,256.75,16.05,4,0.3,114.25,8.28,76.82,0,0,0
25-01-2017 05:00,288.25,15.6,5,0.3,141.5,8.35,83.7,0,0,0
25-01-2017 06:00,299.75,15.5,6,0.29,99.75,8.55,86.35,0,0,0
25-01-2017 07:00,294.25,15.43,7,0.3,60.25,19.8,87.17,0,0,0
25-01-2017 08:00,370,16.88,8,0.54,114.75,125.72,73,0,0,0
25-01-2017 09:00,297,18.43,9,1.09,120.75,216.07,60.75,0,0,0
25-01-2017 10:00,226,19.25,10,0.78,108.75,242.4,54.4,0,0,0
25-01-2017 11:00,210.25,19.68,11,1.19,110.25,261.55,50.13,0,0,0
25-01-2017 12:00,172.75,20.63,12,1.32,105.5,411.9,44.38,0,0,0
25-01-2017 13:00,142.75,21.1,13,1.03,109.25,341.52,41.17,0,0,0
25-01-2017 14:00,135.25,20.55,14,1.09,112.25,180.38,42.95,0,0,0
25-01-2017 15:00,113.75,20.25,15,0.75,92.25,134,45.85,0,0,0
25-01-2017 16:00,164.5,19.95,16,0.72,92.5,82.53,49.7,0,0,0
25-01-2017 17:00,173.75,19.4,17,0.45,89.25,24.55,52.1,0,0,0
25-01-2017 18:00,182.75,18.85,18,0.33,97.25,7.28,56.75,0,0,0
25-01-2017 19:00,226,18.7,19,0.54,109.25,7.78,59.63,0,0,0
25-01-2017 20:00,216.25,18.63,20,0.42,101.75,8.23,58.35,0,0,0
25-01-2017 21:00,206.25,18.45,21,0.24,115.5,8.03,60.85,0,0,0
25-01-2017 22:00,220.5,17.45,22,0.23,141.75,6.85,76.8,0,0,0
25-01-2017 23:00,231.75,16.4,23,0.38,178.75,10.35,88.57,1,0,0
26-01-2017 00:00,225.25,16.32,0,0.22,113,9.47,88.53,1,0,0
26-01-2017 01:00,218.25,16.45,1,0.74,11,11.38,88.6,0,0,0
26-01-2017 02:00,186,16.27,2,0.92,102.5,10.03,88.6,0,0,0
26-01-2017 03:00,167.5,16.2,3,0.44,98.25,9.82,88.57,0,0,0
26-01-2017 04:00,165,16.23,4,0.3,230.75,8.2,88.5,0,0,0
26-01-2017 05:00,154.25,15.95,5,0.15,165,8,88.6,0,0,0
26-01-2017 06:00,145.25,15.9,6,0.24,112,8.88,88.6,0,1,0
26-01-2017 07:00,165.5,16.1,7,0.21,97,16.88,88.4,0,0,1
26-01-2017 08:00,169,16.3,8,0.37,94,11.6,85.45,0,0,0
26-01-2017 09:00,195.25,16.27,9,0.24,94.25,20.77,87.73,0,0,0
26-01-2017 10:00,175.5,16.63,10,0.68,233.75,12.15,83.53,0,0,0
26-01-2017 11:00,172,16.07,11,0.16,185.75,21.73,88.6,1,0,0
26-01-2017 12:00,185.75,16.08,12,0.47,265,30.13,88.6,1,0,0
26-01-2017 13:00,154,16.15,13,0.27,236.75,17.33,88.5,1,0,0
26-01-2017 14:00,153,15.97,14,0.77,11.25,23.95,88.6,0,0,0
26-01-2017 15:00,120,15.98,15,0.41,42.75,15.3,88.6,1,0,0
26-01-2017 16:00,106.25,16,16,0.89,13.75,14.7,88.6,1,0,0
26-01-2017 17:00,88.25,15.9,17,1.25,37,11.4,88.6,1,0,0
26-01-2017 18:00,59.75,15.85,18,0.86,56.25,9.38,88.53,1,0,0
26-01-2017 19:00,60,15.9,19,1.01,44.5,9.38,88.55,0,1,0
26-01-2017 20:00,45.5,15.78,20,0.83,57.5,9.57,88.6,0,0,0
26-01-2017 21:00,48,15.75,21,0.6,59.75,9.6,88.6,1,0,0
26-01-2017 22:00,56,15.9,22,0.39,135.75,10.13,88.5,0,0,0
26-01-2017 23:00,55,15.8,23,0.35,202.75,9.47,88.57,0,0,0
27-01-2017 00:00,45.25,15.67,0,0.22,193.75,9,88.6,0,0,0
27-01-2017 01:00,44,15.68,1,0.22,216.75,8.75,88.6,0,0,0
27-01-2017 02:00,40,15.57,2,0.14,255.5,9.65,88.6,0,0,0
27-01-2017 03:00,42.75,15.68,3,0.38,246,9.08,88.53,0,0,0
27-01-2017 04:00,85.75,15.75,4,0.44,232,9.38,88.53,0,0,0
27-01-2017 05:00,108.5,15.63,5,0.34,230.75,9.25,88.6,0,0,0
27-01-2017 06:00,73,15.58,6,0.32,208.25,9.63,88.6,0,0,0
27-01-2017 07:00,68,15.68,7,0.58,246.75,12.35,88.53,0,0,0
27-01-2017 08:00,70,15.52,8,0.74,229.25,121.6,88.55,0,0,0
27-01-2017 09:00,52.5,15.88,9,0.71,250.75,133.47,88.6,0,0,0
27-01-2017 10:00,59.75,16.3,10,0.64,259.25,274.67,88.52,0,0,0
27-01-2017 11:00,91.25,16.9,11,0.43,315.5,246.2,84.83,0,0,0
27-01-2017 12:00,62,17,12,0.35,278.5,245.6,80.25,0,0,0
27-01-2017 13:00,45.5,18.98,13,0.83,258.5,574.4,62.92,0,0,0
27-01-2017 14:00,38.25,19.43,14,0.93,254.25,479.18,56.77,0,0,0
27-01-2017 15:00,39,18.88,15,0.83,255.5,261.6,60.23,0,0,0
27-01-2017 16:00,44,18.05,16,0.82,246.75,137.88,68.22,0,0,0
27-01-2017 17:00,65.5,16.85,17,0.67,252.75,39.68,78.78,0,0,0
27-01-2017 18:00,84.5,15.85,18,0.35,246.5,6.63,87.47,0,0,0
27-01-2017 19:00,129.75,15.63,19,0.5,247,7.4,88.6,0,0,0
27-01-2017 20:00,150.5,15.45,20,0.5,250.25,7.45,88.6,0,0,0
27-01-2017 21:00,165.5,15.25,21,0.3,244.25,7.22,88.55,0,0,0
27-01-2017 22:00,156.25,15.23,22,0.23,250,7.42,88.53,0,0,0
27-01-2017 23:00,149.25,15.05,23,0.19,283.5,7.98,88.6,0,0,0
28-01-2017 00:00,155.75,14.95,0,0.29,277,8.2,88.6,0,0,0
28-01-2017 01:00,162.75,15.05,1,0.28,257,9.15,88.55,0,0,0
28-01-2017 02:00,324.75,15.07,2,0.26,241.5,8.05,88.53,0,0,0
28-01-2017 03:00,160.5,14.85,3,0.27,208,7.95,88.6,0,0,0
28-01-2017 04:00,192,14.85,4,0.31,218.25,8.8,88.6,0,0,0
28-01-2017 05:00,159.75,14.98,5,0.46,219.5,9.8,88.6,0,0,0
28-01-2017 06:00,128.75,14.88,6,0.35,225.5,9.9,88.57,0,0,0
28-01-2017 07:00,60.75,14.97,7,0.34,219,15.82,88.5,0,0,0
28-01-2017 08:00,68.75,15.03,8,0.37,197,49.6,88.55,0,0,0
28-01-2017 09:00,73.75,15.1,9,0.39,227.75,97.08,88.6,0,0,0
28-01-2017 10:00,90.5,15.43,10,0.5,249.75,156.8,88.55,0,0,0
28-01-2017 11:00,98,15.8,11,0.36,242,209.93,88.55,0,0,0
28-01-2017 12:00,111.75,16.43,12,0.56,253.75,397.17,88.57,0,0,0
28-01-2017 13:00,125.5,17.58,13,0.63,259.75,462.1,81.05,0,0,0
28-01-2017 14:00,98.75,18.32,14,0.55,268.25,386.28,72.45,0,0,0
28-01-2017 15:00,89.25,18.55,15,0.53,265,323.45,68.72,0,0,0
28-01-2017 16:00,63.75,17.65,16,0.75,259.5,143.28,75.5,0,0,0
28-01-2017 17:00,70,16.57,17,0.76,262,35.6,85.82,0,0,0
28-01-2017 18:00,71.75,15.85,18,0.41,262.5,8.1,88.6,0,0,0
28-01-2017 19:00,103,15.7,19,0.55,262.25,8.95,88.55,0,0,0
28-01-2017 20:00,115.75,15.7,20,0.64,260,8.72,88.55,0,0,0
28-01-2017 21:00,96.5,15.35,21,0.37,252.75,6.7,88.6,0,0,0
28-01-2017 22:00,139,15.1,22,0.34,244.25,8.3,88.6,0,0,0
28-01-2017 23:00,165.25,15.15,23,0.39,238.5,8.3,88.6,0,0,0
29-01-2017 00:00,155.25,15.03,0,0.37,258.5,8.6,88.57,0,0,0
29-01-2017 01:00,186.25,15,1,0.48,250.25,9.38,88.5,0,0,0
29-01-2017 02:00,144,15.13,2,0.57,258.25,9.63,88.55,0,0,0
29-01-2017 03:00,123.5,15.07,3,0.72,262,9.65,88.6,0,0,0
29-01-2017 04:00,90.75,15.08,4,0.64,255.5,9.72,88.57,0,0,0
29-01-2017 05:00,78.25,15.25,5,0.64,262.5,8.88,88.5,0,0,0
29-01-2017 06:00,77,15.22,6,0.66,262.75,8.47,88.6,0,0,0
29-01-2017 07:00,88.75,15.2,7,0.7,255.75,16.63,88.6,0,0,0
29-01-2017 08:00,98.75,15.43,8,0.54,249.25,57.6,88.6,0,0,0
29-01-2017 09:00,120.5,15.7,9,0.71,253,148.43,88.57,0,0,0
29-01-2017 10:00,108.25,16.05,10,0.86,252.25,315.1,88.53,0,0,0
29-01-2017 11:00,122.5,17.2,11,0.86,243.75,539.55,82.58,0,0,0
29-01-2017 12:00,120,18.3,12,0.96,235.5,588,71.15,0,0,0
29-01-2017 13:00,100.5,18.88,13,0.9,242.5,519.65,65.3,0,0,0
29-01-2017 14:00,90.25,19.1,14,0.85,246.25,419.68,63.3,0,0,0
29-01-2017 15:00,94,19.18,15,0.77,243.25,292.22,61.9,0,0,0
29-01-2017 16:00,95,18.68,16,0.64,251.75,148.45,61.77,0,0,0
29-01-2017 17:00,83.25,17.75,17,0.33,259.5,41.02,70.45,0,0,0
29-01-2017 18:00,99.5,16.4,18,0.26,281.25,5.65,86.42,0,0,0
29-01-2017 19:00,176,15.82,19,0.25,222,7,88.55,0,0,0
29-01-2017 20:00,195.75,15.57,20,0.32,209.25,7.75,88.6,0,0,0
29-01-2017 21:00,272,15.53,21,0.36,136,8.28,88.6,0,0,0
29-01-2017 22:00,257.25,15.38,22,0.36,130.25,8.4,88.6,0,0,0
29-01-2017 23:00,303.75,15.28,23,0.23,73.25,7.95,88.5,0,0,0
30-01-2017 00:00,259.25,15.25,0,0.33,247.75,8.65,88.57,0,0,0
30-01-2017 01:00,273.5,15.07,1,0.32,333.5,8.55,88.6,0,0,0
30-01-2017 02:00,355.75,14.98,2,0.31,302.5,8.75,88.6,0,0,0
30-01-2017 03:00,330.75,15,3,0.33,294.75,9.13,88.6,0,0,0
30-01-2017 04:00,175,15,4,0.31,250.5,9.47,88.53,0,0,0
30-01-2017 05:00,145.75,15,5,0.32,233.25,9.35,88.53,0,0,0
30-01-2017 06:00,117.75,15.05,6,0.34,241,9.47,88.6,0,0,0
30-01-2017 07:00,92.75,14.9,7,0.38,238.25,16.18,88.6,0,0,0
30-01-2017 08:00,102.75,15,8,0.36,228.5,52.27,88.5,0,0,0
30-01-2017 09:00,124.5,15.25,9,0.45,209.75,103.88,88.55,0,0,0
